curpusID,text,product,years,productID
酒店评论-1165,酒店附近吃饭的餐厅多菜品很不错，早餐也很丰富，品种较多，味道也挺不错的。酒店的位置非常好，出行十分方便，酒店还可以代叫出租车，周围有公交车站。,茂名名晟宾馆,2019,ID44
酒店评论-1187,服务态度好,茂名金沙商务酒店,2019,ID45
酒店评论-1190,首先早餐品种比较少，但相比海景湾来说好太多，起码有现煮汤粉。其次，房间比较干净，但是房间空调由于是中央空调，天气那么热我觉得不够凉快，还有房间是落地玻璃窗，有带小孩子的要注意安全，因为没有防护栏。还有一个值得吐槽的就是停车场，酒店的地下停车场比较隐蔽，经常找错旁边的饭店的入口上去后比较尴尬，其他的相比水东的酒店来说都不错啦,茂名御景国际大酒店,2019,ID46
酒店评论-1213,环境还是很不错的，卫生也很干净，,IU酒店(信宜中兴六路店),2019,ID47
酒店评论-1219,经常出差，在高州来说，性价比挺高的，房间不是很大，但是很安静，连锁酒店比本地的酒店就是好，推荐！！！,高州简尚精品酒店,2019,ID48
酒店评论-1270,123456789还可以,IU酒店(茂名人民南路油城大厦店),2019,ID49
酒店评论-1350,还可以，卫生干净，出门方便，停车方便,化州桔龙商务酒店,2019,ID50
酒店评论-1361,房间卫生干净整洁，环境不错，前台小妹妹服务热情有礼，店前有美丽的小东江，音乐喷泉，最主要的是价格实惠，性价比特高，下次来茂名一定还住这家店。,茂名鑫都宾馆,2019,ID51
酒店评论-1419,还行吧 就是隔音有点不好,茂名君悦商务酒店人民大道店,2020,ID52
酒店评论-1423,非常满意，干净整洁，房间很大，设施完善，堪比四星级酒店，一家人一起去三亚玩回来自驾路上选择茂名留宿一晚，老人，孩子们还有老公都很满意，感谢前台小姐姐送的早餐券，早餐也很好，还有宝宝椅和停车场就在酒店前面，可能因为特殊时期，人也不多，很方便，距离高速路很近！,柏曼酒店(茂名大道东汇城店),2020,ID53
酒店评论-1427,酒店新开的，还可以！ 我的担保金怎么还没退回来？,凯里亚德酒店(茂名电白万达广场店),2020,ID54
酒店评论-1429,门口可以停车，车位不多，就在一条热闹的街边，吃饭逛街购物很方便。,高州顺得商务酒店,2020,ID55
酒店评论-1433,酒店卫生干净,茂名安途四季酒店,2020,ID56
酒店评论-1434,环境不错，服务态度也很好,如家酒店·neo(茂名人民路步行街中心店),2020,ID57
酒店评论-1435,算是优惠的了,高州明悦宾馆,2020,ID58
酒店评论-1439,很好，每次来都是住兰欧，前台美女们的态度也很棒！房间很宽敞，卫生也做的很好，支持,兰欧酒店(信宜绍秀体育馆店),2020,ID59
酒店评论-1440,服务很好，卫生很干净,麗枫酒店(茂名高铁站店),2020,ID60
酒店评论-1445,这家酒店地理位置非常好，离万达广场特别近，逛一下步行回酒店也就两三分钟，酒店的装修风格很喜欢，特别是房间有空气净化器很赞，这个特殊时期入住有空气净化器就多一份安全感，酒店也很干净，感觉服务人员非常友好.下次有需要还来住.,麗枫酒店(茂名电白万达广场店),2020,ID61
酒店评论-1446,没吃早餐，就是小了点啦啦啦啦啦八块哈哈哈默默付出好好好吧次假不要翠还说了句哈哈哈()hiahiahia噢噢噢,茂名文华酒店,2020,ID62
酒店评论-1452,很好的。给个好评,信宜天鹅湖宾馆,2020,ID63
酒店评论-1453,环境很不错 服务员态度也很好,高州卡尔顿酒店,2020,ID64
酒店评论-1465,酒店就在油城路，地理位置好，酒店停车也方便，还是刚刚开业，装修高大上，房间设施棒棒的。附近还有大型购物广场，下次还会选择入住柏曼！,柏曼酒店(茂名油城七路店),2020,ID65
酒店评论-1466,卫生干净安全,英利商务酒店(化州上街路店),2020,ID66
酒店评论-1467,卫生好，环境好，前台服务员和客房服务员服务态度很好，酒店有专用的停车场，必须好评，下次过来还是会选择这家酒店。,茂名君怡酒店,2020,ID67
酒店评论-1490,环境很不错，服务员彬彬有礼，热情周到，酒店装修还很新。实力推荐,城市便捷酒店(茂名水东万达广场区政府店),2020,ID68
酒店评论-1492,很好，就是房间有点小,高州沿江商务宾馆,2020,ID69
酒店评论-1512,环境不错，安静,茂名恒运商务酒店,2020,ID70
酒店评论-1513,环境不错，周边饭店也很多,尚客优连锁酒店(信宜银湖路店),2020,ID71
酒店评论-1540,还可以，挺好的，干净卫生,凯里亚德酒店(茂名高铁站店),2020,ID72
酒店评论-1544,价格合理，环境优美！服务周到，是个值得选择的好酒店。,茂名蓝海洋酒店,2020,ID73
酒店评论-1566,酒店一般的。窗户看看外面的世界没有。只看不够一米的墙。房间有霉味。早餐还可以。停车只能在门口。没有专用停车场,茂名碧海湾酒店,2020,ID74
酒店评论-1567,还不错空调比维也纳的要好,信宜丽晶酒店,2020,ID75
酒店评论-1592,感觉好有时尚感，没想到在这么小的空间可以享受到整套的智能化设备。,茂名东诚智能公寓,2020,ID76
酒店评论-1602,这里的服务真的很好，从前台到服务员，每个人都很热情好客，笑容满面。价钱很经济实惠，地理位置又很方便。大家过来还是要去住新装修的客房。我是贪便宜不差就行了。这里刚好能满足我的需求，下次还会再过来。推荐大家过来入住。,茂名市便捷酒店(高铁火车站店),2020,ID77
酒店评论-1605,酒店房间隔音效果真心不错，比效安静，不会受房间外的声音影响。酒店相当不错，周围同等价的格酒店一对比，此店确实性价比高 ，物有所值。,茂名红天旅馆,2020,ID78
酒店评论-1649,已扫描到以下内容 环境卫生好，床舒服 设施给力 环境优雅 交通便利 性价比高 位置好 价格实惠 服务热情 非常干净 。房间的隔音也好，我那么浅睡的人都可以睡得舒服，服务态度一如既往地好，有什么问题打电话给前台，她们会很快速地解决你的问题，办事效率高，非常满意,城市便捷酒店(茂名滨海新区电城店),2020,ID79
酒店评论-1668,环境不错，可以,茂名龙栖湾旅馆,2020,ID80
酒店评论-1751,环境好，服务好，卫生干净,茂名泊愉青年公寓,2020,ID81
酒店评论-1781,位置优越、服务优秀、卫生干净,茂名化州丽登酒店,2021,ID82
酒店评论-1789,镇子上有这么好的酒店，真是没想到。入住体验可以用“惊喜”来形容。新酒店，免费升级了豪华双人间，非常感谢。设施特别好，洗澡的花洒很大，电吹风超级给力。前天非常热情，面带微笑，温暖如春。全五分。下面有一个大超市，买东西很方便。,茂名星城湾国际酒店,2021,ID83
酒店评论-1796,酒店装修很不错，设备设施新，一楼有很宽敞的休闲区，住得舒适，推荐。,化州桐趣电影游戏主题酒店,2021,ID84
酒店评论-1879,酒店位置特别好，就在茂名高铁站对面。外观高档，房间简约奢华，卫生非常干净。虽然是新装修，但完全无装修的味道。酒店设有自助洗衣房，非常方便。门前有免费大型停车场，非常适合商务人士及自驾游出行。服务人员热情礼貌，非常nice。作为一位经常出差住酒店的人，在茂名我强烈推荐这家酒店。,柏高酒店(茂名高铁站店),2021,ID85
酒店评论-1919,还好不错吧,化州森思思酒店,2021,ID86
酒店评论-1923,安静，适合睡觉，床垫也够结实，不是很软很软的那种床垫，我是有点腰间盘突出的睡不得很软很软的，九树的刚好合适，点赞,茂名茂南高山九树公寓,2021,ID87
酒店评论-2046,隔音不好，上一层冲马桶声都能听见,麗枫酒店(茂名水东店),2021,ID88
酒店评论-2093,服务卫生都挺好的3333下次过来再来,哈曼酒店(化州火车站店),2021,ID89
景区评论-1001,超级美 冬天白日里最是舒服,中国第一滩旅游度假区,2018,ID90
景区评论-1002,上了一节深刻的农业科普课，值了，在携程买价格挺合理，当时现场活动价35元。“氧吧”，“花海”，桂花香和成熟的杨桃味扑鼻而来，里面销售部的石榴很好吃，交通挺方便，下了化州出口（汕湛高速）再开5分钟就到了，期待越办越好。,广垦（茂名）国家热带农业公园,2018,ID91
景区评论-1003,西江温泉度假村坐落于南国玉都——信宜市郊北界镇西江岸边，西江温泉故此得名，距市中心12公里，占地面积100亩，西江温泉度假村粤西新兴的集温泉理疗、旅业饮食、娱乐健身、旅游购物于一体的综合性旅游度假区。,西江温泉度假村,2018,ID92
景区评论-1004,爬的很累！感觉还是挺不错的，设施再升级完善。2个多小时才爬到山顶！要是有玻璃栈道就完美了！,石根山,2018,ID93
景区评论-1005,这次是和家人一起出游，选择天马山也是觉得比较适合老人和小朋友，游玩起来不会太累。其实早在04年就已经去过了，那时还没生小孩，这次带着儿子和婆婆一起去，在重温的同时，也可以尽享天伦之乐。比起04年，现在的天马山新增了一些收费项目，个人认为可以不必花费这些钱，是在很一般。其它的景点见仁见智，主要是陪家里人一起出游。,天马山生态旅游区,2018,ID94
景区评论-1007,环境清幽淡雅，水质干净够热，休闲好去处，不错,阳江春都温泉,2018,ID95
景区评论-1008,就是熱帶島嶼…沙灘很小，逛逛還可以，水挺清，但沒什麼玩，還不如月亮灣,阳西青洲岛,2018,ID96
景区评论-1010,如果天气好，公园特别漂亮，树郁郁葱葱，不过湛江污染严重，好天不多,海滨公园,2018,ID97
景区评论-1011,环境不错，地方舒适，出入方便。,维纳斯皇家温泉（广东阳西店）,2018,ID98
景区评论-1013,环境好！空气好！适合散步！关键免费,渔港公园,2018,ID99
景区评论-1014,环境优雅，校园很大，附近还有地质公园,广东海洋大学,2018,ID100
景区评论-1016,还行吧应该，太久之后来评价了我都忘记了当时好不好了，不过今年出来玩的都还不错，好评！,金鹿园,2018,ID101
景区评论-1017,景色算是不错，有红树林，还有长长的海堤，还有栈桥，早上或者傍晚可以在海边跑步，傍晚很多人在栈桥和海堤漫步，是个非常不错的去处。,水东湾,2018,ID102
景区评论-1019,不错，，，，，，，，，值得一去,海东度假村,2018,ID103
景区评论-1020,人少，开放的池子也少！设施服务配套还有待提高！没有车的话，吃东西就不太方便！,天堂湖温泉度假山庄,2018,ID104
景区评论-1022,那里很大，有各部分景点，有游乐设施，有动物园，也有博物馆，景色很美,寸金动物园,2018,ID105
景区评论-1024,很小的景区，看票价就知道了。到山顶看看山下的村子额，还是很漂亮的。,崆峒岩风景区,2018,ID106
景区评论-1026,虽然是湛江的一个地方性博物馆，不过馆藏多,湛江博物馆,2018,ID107
景区评论-1027,也有一些年头了的桥梁，不过建筑构造还是很坚固,湛江海湾大桥,2018,ID108
景区评论-1031,在江边上，公园不算太大，岭南风格，有牌坊，但是免费的，性价比高，比较适合跳跳广场舞啥的，对面都是吃饭的店，挺好的。推荐一下。,瀛州公园,2018,ID109
景区评论-1034,今天去超幸运，所有新池都开放了，环境优美，池水干净卫生，服务超赞，定时有服务员送上热姜茶，大人小孩都玩了很尽兴。以后还会常来！,御水古温泉旅游度假区,2018,ID110
景区评论-1036,湛江市区最近最长的海滩，海沙细幼清洁。,龙海天,2018,ID111
景区评论-1037,这里挺好的！去前订好住宿地方，适合游玩三天以上！沙滩很好！我们没有到月亮湾里面玩，公寓外沙滩更美，要小心，人员少在沙滩看风景的。,沙扒湾,2018,ID112
景区评论-1041,一个字，美。但是感觉商业气息太重了，可能是中国的共性问题，海岸线很长，但是水有点脏，很期待地方政府能好好治理，从保护自然的角度出发，愿成为中国的马尔代夫,闸坡,2018,ID113
景区评论-1046,放鸡岛知道这个地方很久了，一直没想过要去呢，就过年这段时间在家里反正闲着也是闲着，想找个地方溜达溜达。上网一搜放鸡岛看了好多照片都挺不错的第二天就直奔过去了。首先天后宫与海螺广场附近一带的景色真的超赞，一定要走走的，先不要急着坐环岛车。之后去菠萝公园这段路程如果怕累的还是坐车吧 哈哈。章鱼保罗里面的画很艺术很多可爱的小鱼，也是值得去的地方。走完一圈最后推荐去鸡公石，一定要上去，朝海的那一边可以在那里坐好久，听着海浪声思考人生 反正这趟不枉此行。,放鸡岛生态旅游国际度假区,2018,ID114
景区评论-1048,还是值得去的，人比较少，海鲜平易，环境安静，但住宿条件一般：性价比还是可以的，比较适合自驾游，或者一个人在那里面对大海发呆。,蓝袍湾,2018,ID115
景区评论-1051,这景点确实不错，环境挺美的，那些攀爬设施增添了不少乐趣。花30块钱滑下来也是另一种体验。棒棒的。如果里面能增加一些引导地图就更好了。,高州仙人洞景区,2018,ID116
景区评论-1054,岭南建筑群落，值得走走看看，行万里路，了解各地特色。,苏二村,2018,ID117
景区评论-1059,长城站是我们在回程的最后一站 本来应该第一天就登陆的 但是由于天气原因一直拖到了最后 冒着遇到两个巨大风暴的风险 船长和探险队长还是决定让我们去看一下长城站 非常值得,中国南极长城站,2018,ID118
景区评论-1063,湛江应该是中国空气质量最好的城市之一，常常占据中央气象台公布的空气质量排行榜前三。金沙湾是湛江最美的海湾，夏天可以游泳，浴场很大，休闲躺椅在大大遮阳伞下排列整齐，成为沙滩的一道风景。海滨大道两旁四季鲜花盛开，体育雕塑气势如虹，来此前还有沙雕展，只是有点晚了，有些破损有些遗憾。现在不是夏季无法下海游泳，只有看着海面上沙鸥翔集，对岸坡头的奥林匹克场馆，海湾大桥以及五星级的希尔顿酒店，相映成趣。特别是希尔顿酒店像两只船帆，鼓足准备远航。,金沙湾海滨浴场,2018,ID119
景区评论-1066,风大，浪大，水清，一个小时玩，其实就够了。人也不多,吉兆湾,2018,ID120
景区评论-1071,就是在海边的一个游乐场。有个摩天轮。个人认为并没有什么值得玩的地方。反而就在旁边的观海长廊很美。,海滨公园游乐场,2018,ID121
景区评论-1072,给冼太夫人烧香祭拜，就到茂名市电白区电城山兜。可以到洗太夫人墓碑前烧香祭拜。风景园林绿化不错，西南角种植花海，五颜六色，还有各种古代建筑 ，洗太夫人历史简介碑。。。。。,冼太庙,2018,ID122
景区评论-1073,其实有本地人带去不用门票的，我就是本地人，上到那些高山看下面去也是很美,玉湖风景区,2018,ID123
景区评论-1074,跟本不对外开放，骗人的，乘兴而去，败兴而归。,湛江红树林国家级自然保护区,2018,ID124
景区评论-1077,来阳江出差，在市政府办完事就住在附近的华邑酒店，挨着鸳鸯湖，鸳鸯湖是一个人工湖，但是面积挺大，绿化很好，有漠阳楼，游泳池，广场是休闲散步的好地方。,鸳鸯湖公园,2018,ID125
景区评论-1079,历史的痕迹，历史的记忆，历史铭记,霞山天主教堂,2018,ID126
景区评论-1086,身为湛江人还是第一次来硇洲岛，。这里就好像一个静静地滋养的珍珠一样，安静，纯朴。没有过度的开发，不像其他景区商业味浓重，连一两个需要收费的门票都那么亲民（5元），这里是海鲜吃货和喜欢海钓者的天堂。,硇洲岛,2018,ID127
景区评论-1094,感受万亩大草原风情与大自然融为一体的美丽风光。,天马山,2018,ID128
景区评论-1099,舒服，太阳有点大！舒心，开心！建议太阳不大可以过来游玩,鹤地水库风景区,2018,ID129
景区评论-1104,风景区域还是可以的，自然大地。。。,浮山岭风景区,2018,ID130
景区评论-1109,阳西咸水矿温泉度假村位于 广东省阳西县东湖生态开发区内，距广州240公里，毗邻325国道，离广湛高速织篢出口仅3公里。拥有300多万平方米的自然园林，60多万平方米的温泉 区域，20多万平方米的湖景水系。山庄内绿树成荫，湖水清澈，四季都有鹭鸟翔集，是天然的绿色氧吧。阳西咸水矿温泉旅游度假山庄倚岭伴湖而生，打造以咸水矿温泉为核心，生态旅游以及完善的食、住、娱、购等配套设施于一体的的温泉养生旅游度假区。棒！,阳西咸水矿温泉,2018,ID131
景区评论-1113,十里银滩真的是一个很值得去的地方，超赞。并且这附近的民宿性价比也超高，还可以自己去买海鲜自己煮饭。不过前提你会做饭 现在在十里海滩可以免费游泳，不过海岸线太长，无人看管。带小孩和老人的话。还是去正规的海滨浴场，这样安全点。 十里银滩水清沙子细软。真心不错和海滩。还可以在这看日出。 第二个推荐的点。就是马尾岛。。马尾岛很多地方没有开发。一定要注意安全。还有千万别被人家坑了。那些叫你上船。。一定要留神。其实停车场走到马尾岛也不算远。沿途还可以欣赏海景。所以建议不用坐船。马尾岛相对十里海滩而言。不太适合游泳吧。水没有十里海滩清。不过在马尾岛。你可以步行到另外两座岛屿。展开探险。那里的礁石海景真的超赞！。。不过一定要注意安全。。还有他们下午五六点就会开始涨潮。一定要及时回来。不然就会很危险。。。 而且马尾岛也是看日落绝佳好地方。 海陵岛这两个地方绝对是游玩的首选。希望对你们有帮助。,海陵岛,2018,ID132
景区评论-1115,空气清新，环境优美！适合晨练，跑步，悠闲散步的好地方。,阳春东湖公园,2018,ID133
景区评论-1117,美丽的海岛，人民很纯朴，海鲜美味,南三岛,2018,ID134
景区评论-1119,沙滩，无敌的沙滩，繁忙的沙滩，从未见过的沙滩，繁忙指的当然不是人，而是各种各样的生物，寄居蟹啊，贝壳啊，走出去几十米也淹不过人的无敌海滨浴场……,月亮湾滨海度假区,2018,ID135
景区评论-1120,很不错，是一个休闲渡假的好去处。,乐天温泉度假村,2018,ID136
景区评论-1121,雷州半岛的标志之一，非常值得去游一圈,雷州古城,2018,ID137
景区评论-1123,自己包船要200，晕船晕死，就兜了一圈，下来走台阶吓死，都是老鼠蟑螂,马尾岛,2018,ID138
景区评论-1130,庄内亭台楼阁，回廊曲径，依山构筑。所有房屋建筑均为砖墙瓦顶，保持着浓郁的乡风民俗。,谢鲁山庄风景名胜区,2018,ID139
景区评论-1132,你不会在外面带点零食进去呀，几十元也能玩很多东西，真心不错了，茂名地区第一间吧，很刺激,古郡水城,2018,ID140
景区评论-1136,茂名马尔代夫，真的很美啦。,露天矿生态公园,2018,ID141
景区评论-1138,环境优美，空气清新宜人，干净卫生,塘山岭生态公园,2018,ID142
景区评论-1141,孔子文化城 位于湛江市遂溪县城西南方向，总面积约18000亩，文化城由“孔、古、石、南门区、东门区等十个区域组成，集旅游观光、文化教育、休闲度假、体验生态、虔诚朝拜于一体，体现恢宏、大气、生态等特色。 进入城内，一条“朝圣”大道的牌坊屹立大地，“道冠古今”可以体现出古人十分尊敬孔子，拜师学艺不问艰辛都要求学的决心。孔子 是中国古代著名思想家、教育家，他开创了私人讲学的风气，倡导仁、义、礼、智、信，是儒家学派创始人，其儒家思想对中国和世界都有深远的影响，孔子被列为“世界十大文化名人”之首。 孔子文化城的打造意在重现儒家文化这一经典人文景观，城内一切建筑物，包括候车亭、码头亭、大小桥梁等均为仿古建筑。,遂溪孔子文化城,2018,ID143
景区评论-1146,景色迷人，天然的大氧吧，仙气缭绕于山水之间，非常漂亮,仙湖山庄,2018,ID144
景区评论-1149,還可以，不用買門票，都是玩哪樣就買哪樣。設施有點殘舊，小孩子很開心。我們玩了卡丁車，海盜船，摩天輪等等。價格10-30元一個人，小孩過了1米要買票。,沙扒湾奇乐摩天轮,2018,ID145
景区评论-1150,根本未开发，荒地一片，树个牌子,廉江植物园,2018,ID146
景区评论-1151,今年6月中旬时去过，当时以为有沙雕展才进去，结果沙雕展还没开始，目测是一个很美丽的海滩，这是一个新楼盘，所以沙滩也整理得很干净，很开阔，人不多，布置得也比较风情漂亮，应该设施也比较完善了，因为离中心区域比较远，感觉住在这里会很孤独，不过有车也还好吧，下次会试试在这边游泳,保利银滩浴场,2018,ID147
景区评论-1152,停车费15，携程订票比现场买的便宜，只是不清楚时候包含冲澡，早上去的人不多，租伞什么的大概要60，有点贵了。,月亮湾碧海蓝天度假邨,2018,ID148
景区评论-1157,这里是湛江新八景之一。湛江的东海岛东出太平洋，南下东南亚，西倚大西南，是中国大西南金三角经济区的进出口咽喉。据说有一条28公里长的海滩，可与意大利的黄金海滩媲美。我们试着走了一下，太长了，没走完。东海岛的人龙舞有东方一绝之称，看了一下，的确名不虚传。,东海岛,2018,ID149
景区评论-1163,没有找到海滨长廊那个石头，去了海滨公园。根据导航至海滨长廊，会有很多当地人，热情的邀请你去坐小快艇，很小的机动传，他会告诉你带你看军舰，带你看码头，价格80至250的叫价。不过就是在海湾中跑了一圈，感觉不划算，也不可能靠近军舰。海滨公园的景色特别好，整个公园步行可以游览2个小时左右。,霞山观海长廊,2018,ID150
景区评论-1169,垃圾多，服务差，收费费，个人认为下次不会再来，晚上服务员会骂人！,大树岛,2018,ID151
景区评论-1173,作为湛江市中心的绿肺，多种植物密布，在公园里散步，让人心旷神怡！周边还有大润发、必胜客、大地电影院等……,南国热带花园,2018,ID152
景区评论-1212,湛江市森林公园还是比较值得去游览，里面有一个湖，水质不错，水很清，环湖有公路，有租单车和四轮电动车的，你可以骑车环湖游览也可以开电动车游览！风景还是不错，有好多小朋友玩的过山车啊，旋转木马啊，奇乐世界啊，最重要的是还可以再烧烤区自己动手烧烤呢，一家人或者朋友一起去可有意思了！还有它的乞丐鸡也叫打鸡瓮，可好吃了。每次去我们必吃一只鸡！建议一家人可以去看看！,湛江森林公园,2018,ID153
景区评论-1213,周末想带孩子出去走走又怕人从众？可以了解下包邮区这个小众目的地双山岛哦。 双山岛位于张家港，是一片横卧于长江之中的绿洲，四面环水，需要乘坐游船前往。 岛上面积很大，景色四季不同，在快节奏的当下，双山岛的静谧与自然气息是最大的魅力。 沿着江畔走走或者租一辆单车骑行，是亲近双山岛的最好方式。 秋天除了黄色的稻田之外，江畔的芦苇也很好看。 岛上有一片芦竹园 小朋友特别喜欢在栈道上奔跑 看着孩子的纯真笑容，日常的浮躁也仿佛随长江一同远去。 岛上还有条老街，几乎没什么游客，是喜静人士的好去处。,双山岛,2018,ID154
景区评论-1221,一个很普通的海岛 ，景点很一般，如休闲渡假浸个温泉还可以，服务还可，如外围的景点就无什么可看的。,特呈岛温泉度假村,2018,ID155
景区评论-1222,周末假期和家人朋友见面聊天，小朋友欢乐户外的好选择之一！,中澳友谊花园,2018,ID156
景区评论-1224,非常值得参观。海上丝绸之路的实物见证，既体现了800多年前海船的前世今生，更展示了当代中国古为今用，传承创新的大国风貌。厚重的历史必将成为我们继续前行的原动力！,保利·南海１号展览馆,2018,ID157
