productID,productClass,product,hot_score,years
ID165,景区,浮山岭,200.0,2018
ID166,酒店,高州博物馆,199.98000000000002,2018
ID167,乡村旅游,茂名市露,199.98000000000002,2018
ID168,景区,中国第一滩旅游度假区,199.96,2018
ID169,景点,桂林,199.88,2018
ID170,景区,广东海洋大学,199.88,2018
ID171,景点,张家界,199.8,2018
ID172,景区,古郡水城,199.74,2018
ID173,景区,保利·南海１号展览馆,199.68,2018
ID174,景区,天马山,199.68,2018
ID175,景区,长夏,199.66,2018
ID176,景区,红花湖,199.46,2018
ID177,景区,霞山天主教堂,199.28,2018
ID178,景区,海东度假村,199.06,2018
ID179,景区,露天矿生态公园,198.82,2018
ID180,酒店,茂名威利国际酒店,198.74,2018
ID181,景区,石根山,198.70000000000002,2018
ID182,景区,吉兆湾,198.64000000000001,2018
ID183,景区,龙海天,198.54000000000002,2018
ID184,景区,崆峒岩风景区,198.46,2018
ID185,景点,湘西,198.46,2018
ID186,景点,迪士尼,198.36,2018
ID187,景区,寸金动物园,198.34,2018
ID188,景区,月亮湾滨海度假区,198.34,2018
ID189,景区,茂名高州,198.06,2018
ID190,酒店,第一滩观海楼假日,198.04,2018
ID191,景区,月亮湾碧海蓝天度假邨,198.02,2018
ID192,乡村旅游,,197.98,2018
ID193,酒店,茂名海云雁酒店,197.92000000000002,2018
ID194,酒店,茂名诚荟酒店,197.70000000000002,2018
ID195,乡村旅游,茂南大道,197.52,2018
ID196,景区,谢鲁山庄风景名胜区,197.42000000000002,2018
ID197,景区,乐天温泉度假村,197.32000000000002,2018
ID198,景区,南海,196.94000000000003,2018
ID199,景点,水东镇人民路,196.78,2018
ID200,景区,雷州古城,196.76000000000002,2018
ID201,特色餐饮,果之度（迎宾三路店）,196.32000000000002,2018
ID202,景区,仙湖山庄,195.9,2018
ID203,特色餐饮,喜相逢渝洲川菜酒楼（东方大道店）,195.66000000000003,2018
ID204,景区,湛江博物馆,195.0,2018
ID205,景点,粤西,194.22,2018
ID206,酒店,卓越酒店(茂名万达广场店),193.88000000000002,2018
ID207,景区,闸坡,193.54000000000002,2018
ID208,景区,维纳斯皇家温泉（广东阳西店）,191.78,2018
ID209,酒店,茂名荔晶大酒店,191.54000000000002,2018
ID210,特色餐饮,丰年面包店（茂南区店）,191.0,2018
ID211,景区,塘山岭生态公园,190.72,2018
ID212,景区,海滨公园游乐场,189.32000000000002,2018
ID213,酒店,茂名柏丽酒店,186.02,2018
ID214,特色餐饮,相聚时光（光明店）,185.88000000000002,2018
ID215,特色餐饮,甜在心扉千层蛋糕（茂名店）,167.06000000000003,2018
ID216,酒店,维也纳国际酒店(茂名电白店),162.34,2018
ID217,酒店,茂名好来登商务酒店,141.8,2018
ID218,酒店,茂名华景商务酒店,133.00000000000003,2018
ID219,景区,湛江海湾大桥,116.86,2018
ID220,景区,天堂湖温泉度假山庄,-116.9,2018
ID221,酒店,茂名君悦商务酒店,-141.55999999999997,2018
ID222,景区,特呈岛温泉度假村,-154.73999999999998,2018
ID223,景区,阳西青洲岛,-160.57999999999998,2018
ID224,特色餐饮,鲜饮时光（高州店）,-194.29999999999998,2018
ID225,特色餐饮,茂香面包坊总店,-194.5,2018
ID226,特色餐饮,茂名浪漫海岸温德姆酒店望海餐厅,-195.16,2018
ID227,特色餐饮,小乔紫菜卷（小乔店）,-196.17999999999998,2018
ID228,特色餐饮,鲜滋味蛋糕·季念日生日蛋糕（茂南区店）,-196.23999999999998,2018
ID229,酒店,茂名海豚酒店,-197.17999999999998,2018
ID230,景区,湛江红树林国家级自然保护区,-198.34,2018
ID231,酒店,化州汇嘉大酒店,-198.35999999999999,2018
ID232,景区,廉江植物园,-198.95999999999998,2018
ID233,景区,大树岛,-199.07999999999998,2018
ID234,景区,马尾岛,-199.07999999999998,2018
ID235,景区,华海酒店,210.78,2019
ID236,景区,茂名森林公园,210.78,2019
ID237,景区,电白县,210.78,2019
ID238,酒店,西双版纳,210.78,2019
ID239,景区,都峤山,210.78,2019
ID240,酒店,港珠澳,210.76000000000002,2019
ID241,景区,敏捷欢乐黄金海岸,210.76000000000002,2019
ID242,景区,天温泉,210.76000000000002,2019
ID243,景区,岭南地区,210.76000000000002,2019
ID244,酒店,茂名浪漫海岸旅游度假区,210.76000000000002,2019
ID245,景区,鼎龙湾高尔夫度假村,210.74,2019
ID246,景区,霞山,210.74,2019
ID247,酒店,维也纳3好酒店(茂名沿江大厦店),210.74,2019
ID248,景区,梅溪,210.74,2019
ID249,景区,忠良沉香街,210.74,2019
ID250,酒店,茂名鑫都宾馆,210.74,2019
ID251,景点,龙山,210.74,2019
ID252,酒店,茂名熹龙国际大酒店,210.74,2019
ID253,景点,玉林,210.72000000000003,2019
ID254,酒店,夏威夷,210.72000000000003,2019
ID255,景点,交投,210.72000000000003,2019
ID256,景区,南越,210.72000000000003,2019
ID257,酒店,华南地区,210.72000000000003,2019
ID258,景点,新,210.72000000000003,2019
ID259,景区,湖光岩,210.72000000000003,2019
ID260,酒店,放雞島,210.72000000000003,2019
ID261,酒店,茂名文汇酒店,210.72000000000003,2019
ID262,景区,翰林湖,210.72000000000003,2019
ID263,酒店,茂名御景国际大酒店,210.70000000000002,2019
ID264,景区,姑婆山国,210.70000000000002,2019
ID265,民宿,亭石林瀑布鉴江民俗菜馆,210.70000000000002,2019
ID266,酒店,共青河,210.70000000000002,2019
ID267,景区,谢鞋山,210.70000000000002,2019
ID268,景点,香格里拉,210.70000000000002,2019
ID269,景区,夫人故里文化旅游区,210.70000000000002,2019
ID270,景区,茂名迎宾馆,210.70000000000002,2019
ID271,景区,蓝月湾温泉,210.70000000000002,2019
ID272,酒店,茂名高州乐天温泉度假村,210.70000000000002,2019
ID273,景区,投,210.70000000000002,2019
ID274,景区,金沙湾,210.70000000000002,2019
ID275,酒店,茂名温德姆至尊酒店,210.70000000000002,2019
ID276,民宿,金山,210.68,2019
ID277,景区,云开,210.68,2019
ID278,景点,镇隆八坊,210.68,2019
ID279,景点,昭顺美术馆,210.68,2019
ID280,景点,石林瀑布鉴江民俗菜馆,210.68,2019
ID281,景区,大仁山,210.68,2019
ID282,民宿,鉴江民俗菜馆,210.68,2019
ID283,酒店,茂名浪漫海岸国际旅游度假区,210.66,2019
ID284,景区,湛江红嘴鸥游船,210.66,2019
ID285,景区,国际大酒店,210.66,2019
ID286,景点,蛤岭村,210.66,2019
ID287,景区,天露山旅游度假区,210.66,2019
ID288,景区,龙虎山,210.66,2019
ID289,景区,茂名大龙湾酒店,210.66,2019
ID290,景区,仙人洞村,210.66,2019
ID291,景区,马岭河,210.64000000000001,2019
ID292,特色餐饮,顺德火焰醉鹅坊（站北五路店）,210.64000000000001,2019
ID293,民宿,鉴江民俗文化馆,210.64000000000001,2019
ID294,景区,茂名六韬创意产业园,210.64000000000001,2019
ID295,景区,亚洲,210.64000000000001,2019
ID296,景区,东坡,210.64000000000001,2019
ID297,景区,南宁市,210.64000000000001,2019
ID298,景点,逸和生,210.62,2019
ID299,特色餐饮,优悦西餐厅（维斯顿店）,210.62,2019
ID300,景区,中国城,210.62,2019
ID301,景点,官渡公园,210.62,2019
ID302,景区,高州市宝光塔,210.62,2019
ID303,景区,崇德楼,210.62,2019
ID304,景点,南皋学舍,210.62,2019
ID305,景区,楼阁堂村,210.60000000000002,2019
ID306,景点,化州站,210.60000000000002,2019
ID307,景区,海昌海洋公园,210.60000000000002,2019
ID308,景点,电城镇,210.60000000000002,2019
ID309,景点,牙象好心湖露天,210.60000000000002,2019
ID310,景区,鼎龙湾欢乐海岸,210.58,2019
ID311,景区,文光塔,210.58,2019
ID312,文创,红旗菜丁市场,210.58,2019
ID313,景区,天子山,210.56,2019
ID314,景区,琼州海峡,210.56,2019
ID315,景点,开平,210.56,2019
ID316,景点,信宜市,210.54000000000002,2019
ID317,景点,美国,210.54000000000002,2019
ID318,景点,茂,210.52,2019
ID319,景区,高州观山,210.52,2019
ID320,文创,黔西南州,210.50000000000003,2019
ID321,景区,海陵岛红树林国家湿地公园,210.50000000000003,2019
ID322,景点,茂名市电白区,210.48,2019
ID323,酒店,高州简尚精品酒店,210.48,2019
ID324,民宿,高佬乡,210.48,2019
ID325,景区,吴阳金海岸沙滩,210.48,2019
ID326,民宿,茶亭石林瀑布鉴江民俗菜馆,210.46,2019
ID327,景区,景国,210.44,2019
ID328,景点,油,210.42000000000002,2019
ID329,酒店,茂名名晟宾馆,210.42000000000002,2019
ID330,酒店,西客站,210.42000000000002,2019
ID331,景区,玉湖国家,210.42000000000002,2019
ID332,景区,长坡镇,210.4,2019
ID333,景区,潮州风吹岭石刻群,210.4,2019
ID334,文创,茂名东汇城,210.4,2019
ID335,景区,中华人民共和国,210.38000000000002,2019
ID336,景区,夏威夷海滨公园,210.38000000000002,2019
ID337,景点,英地坡,210.38000000000002,2019
ID338,民宿,铜板岭,210.38000000000002,2019
ID339,景区,龙潭湿地,210.36,2019
ID340,景点,九树农庄,210.36,2019
ID341,景区,南海1号一号银滩（十里银滩）,210.36,2019
ID342,景区,大象水乐园,210.34000000000003,2019
ID343,景点,玉龙山,210.34000000000003,2019
ID344,景点,沙琅镇,210.34000000000003,2019
ID345,酒店,茂名华燕宾馆,210.3,2019
ID346,景区,旺同公园,210.3,2019
ID347,景点,东江,210.3,2019
ID348,景点,信宜市绍秀体育馆,210.28,2019
ID349,景点,训练基地,210.26,2019
ID350,景区,广东茂名滨海新区浪漫海岸国际旅游度假区,210.26,2019
ID351,景点,小东江,210.22,2019
ID352,景点,茂名市名园生态园,210.22,2019
ID353,景区,信宜,210.20000000000002,2019
ID354,景点,江南,210.20000000000002,2019
ID355,景点,昆明,210.18,2019
ID356,景点,亚马逊,210.16000000000003,2019
ID357,景区,茂名滨,210.16000000000003,2019
ID358,景点,丰泽园,210.14000000000001,2019
ID359,景点,茂名安踏篮球公园,210.10000000000002,2019
ID360,景点,珠葛,210.08,2019
ID361,景点,茂名市博物馆,210.08,2019
ID362,景点,红旗饭堂,210.06,2019
ID363,景点,南城站,210.04000000000002,2019
ID364,酒店,52连锁酒店(化州店),210.04000000000002,2019
ID365,景区,大通街,210.04000000000002,2019
ID366,景区,黎村温泉,210.02,2019
ID367,景区,新兴县国恩寺,210.02,2019
ID368,景区,茂名御水古温泉度假区,209.92000000000002,2019
ID369,景点,滨海新区,209.82000000000002,2019
ID370,景区,中华第一冼太庙,209.62,2019
ID371,特色餐饮,尊宝比萨（康泰又一城店）,209.32000000000002,2019
ID372,酒店,维也纳国际酒店(茂名万达广场店),209.14000000000001,2019
ID373,酒店,唐华商务酒店(茂名高铁火车站店),209.08,2019
ID374,酒店,中山路,209.04,2019
ID375,景区,东平镇,208.86,2019
ID376,景区,白水瀑布,208.84,2019
ID377,景点,茂名露天矿博物馆,208.60000000000002,2019
ID378,景区,特呈岛,208.54000000000002,2019
ID379,酒店,茂名宏悦大酒店,207.62,2019
ID380,景点,前四路,207.54000000000002,2019
ID381,酒店,化州铭丰假日酒店,207.50000000000003,2019
ID382,酒店,Q加·茂名大喜假日酒店,207.34,2019
ID383,景点,粤西地区,206.70000000000002,2019
ID384,乡村旅游,绿城,205.82,2019
ID385,酒店,精途酒店(茂名高铁火车站店),205.3,2019
ID386,景区,天龙顶国家山地公园,205.12,2019
ID387,酒店,茂名栈泉酒店,204.18,2019
ID388,景区,大仁山风景区,203.74,2019
ID389,景区,田园寨,203.64,2019
ID390,景区,湛江梵高星空艺术馆,200.22000000000003,2019
ID391,景区,鼎龙湾德萨斯水世界,199.74,2019
ID392,景区,晏镜岭,194.96,2019
ID393,酒店,茂名途遇精品酒店,190.72,2019
ID394,酒店,IU酒店(信宜中兴六路店),185.78,2019
ID395,景区,长坡旧城,184.34,2019
ID396,景区,鹅凰嶂,171.16,2019
ID397,酒店,茂名万达广场雅斯特国际酒店,162.5,2019
ID398,景点,信宜教育城,148.98,2019
ID399,酒店,茂名金沙商务酒店,134.62,2019
ID400,酒店,化州桔龙商务酒店,130.51999999999998,2019
ID401,酒店,如家酒店·neo(茂名高铁火车站店),-113.10000000000001,2019
ID402,酒店,轻住悦享酒店(茂名高铁南站店),-148.1,2019
ID403,景点,省,-160.78,2019
ID404,酒店,茂名零六六八公寓,-173.66,2019
ID405,景区,平云山,-178.94,2019
ID406,酒店,星悦酒店(茂名文化广场店),-183.39999999999998,2019
ID407,酒店,IU酒店(茂名人民南路油城大厦店),-185.88,2019
ID408,特色餐饮,元晟坊蛋糕（南香公园店）,-187.83999999999997,2019
ID409,景区,螺岗岭,-188.92,2019
ID410,酒店,华海酒店(茂名高铁站店),-188.98,2019
ID411,景区,海,230.78,2020
ID412,酒店,柏曼酒店(茂名大道东汇城店),230.78,2020
ID413,酒店,茂名市信宜市清华城,230.78,2020
ID414,特色餐饮,源丰唐茶楼（电白万达广场店）,230.78,2020
ID415,特色餐饮,法兰度航空主题餐厅（东汇城店）,230.78,2020
ID416,酒店,茂名信宜教育城店,230.78,2020
ID417,酒店,玉都,230.78,2020
ID418,景区,留连,230.78,2020
ID419,特色餐饮,菠斯蒂蛋糕,230.78,2020
ID420,特色餐饮,贵族自助牛排餐厅（华侨城店）,230.78,2020
ID421,景区,高州仙人洞自然风景区,230.76000000000002,2020
ID422,酒店,信宜朗誉酒店,230.76000000000002,2020
ID423,酒店,茂名市便捷酒店(高铁火车站店),230.76000000000002,2020
ID424,酒店,信宜火车站,230.76000000000002,2020
ID425,景区,巴厘岛,230.76000000000002,2020
ID426,景点,堂,230.76000000000002,2020
ID427,文创,南粤文创街,230.76000000000002,2020
ID428,景点,中山城,230.76000000000002,2020
ID429,酒店,麗枫酒店(茂名电白万达广场店),230.76000000000002,2020
ID430,酒店,南粤,230.76000000000002,2020
ID431,特色餐饮,十七门重庆老火锅（电白万达店）,230.76000000000002,2020
ID432,酒店,城市便捷酒店(茂名滨海新区电城店),230.74,2020
ID433,景区,茂德公古城,230.74,2020
ID434,景点,东,230.74,2020
ID435,景点,金三角,230.74,2020
ID436,景点,中德大,230.74,2020
ID437,民宿,凤凰园,230.74,2020
ID438,景区,大雾岭,230.74,2020
ID439,景区,鼎龙湾,230.74,2020
ID440,乡村旅游,牙象大地艺术公园,230.74,2020
ID441,景区,温德姆浪漫海岸,230.74,2020
ID442,乡村旅游,博贺港,230.72000000000003,2020
ID443,乡村旅游,劝学公园,230.72000000000003,2020
ID444,景点,高州市,230.72000000000003,2020
ID445,景区,水东湾海洋公园,230.72000000000003,2020
ID446,景点,茂名高铁站,230.72000000000003,2020
ID447,特色餐饮,大赞∙炙烧寿司（万达广场店）,230.72000000000003,2020
ID448,酒店,御水古温泉度假区,230.72000000000003,2020
ID449,景点,大唐荔乡,230.72000000000003,2020
ID450,乡村旅游,贺滨海旅游度假区,230.72000000000003,2020
ID451,酒店,茂名文华酒店,230.72000000000003,2020
ID452,民宿,西岸村,230.72000000000003,2020
ID453,景区,闸坡大角湾,230.72000000000003,2020
ID454,景点,文光社区,230.72000000000003,2020
ID455,景区,茂名站,230.72000000000003,2020
ID456,景区,长沙,230.70000000000002,2020
ID457,特色餐饮,Hello炸鸡（方兴店）,230.70000000000002,2020
ID458,景区,放鸡岛旅游度,230.70000000000002,2020
ID459,景区,东湾,230.70000000000002,2020
ID460,民宿,三木山庄,230.70000000000002,2020
ID461,景点,桥头村,230.70000000000002,2020
ID462,乡村旅游,云里莲海庄园,230.70000000000002,2020
ID463,乡村旅游,博贺滨海旅游度假区,230.70000000000002,2020
ID464,景区,莲花湖,230.70000000000002,2020
ID465,文创,南海旅游岛,230.70000000000002,2020
ID466,景区,石鼓镇,230.70000000000002,2020
ID467,景区,马贵镇,230.70000000000002,2020
ID468,景区,海南自,230.68,2020
ID469,乡村旅游,共青河新城,230.68,2020
ID470,乡村旅游,樟岭村,230.68,2020
ID471,景点,马尔代夫,230.68,2020
ID472,乡村旅游,文化广场,230.68,2020
ID473,景点,苏州市,230.68,2020
ID474,特色餐饮,螺香汇·柳州螺蛳粉（官渡二路油校店）,230.68,2020
ID475,景区,茂名火车站,230.68,2020
ID476,酒店,秀英港,230.68,2020
ID477,景区,南海旅游岛冼夫人文化影视城,230.68,2020
ID478,乡村旅游,合水村,230.68,2020
ID479,景点,化州市北岸,230.68,2020
ID480,景点,茂名市官渡公园,230.66,2020
ID481,景点,茂名新湖公园,230.66,2020
ID482,景区,广州白云宾馆,230.66,2020
ID483,景点,海丰县,230.66,2020
ID484,乡村旅游,山阁镇烧酒村,230.66,2020
ID485,酒店,茂名电白区,230.66,2020
ID486,景区,包头市,230.66,2020
ID487,乡村旅游,茂名牙象大地艺术公园,230.66,2020
ID488,酒店,长隆,230.66,2020
ID489,景区,电白水东安泰大酒店,230.66,2020
ID490,景点,茂羊路,230.66,2020
ID491,景点,博贺镇,230.66,2020
ID492,景区,宴镜岭,230.66,2020
ID493,景区,放鸡岛旅游度假区,230.66,2020
ID494,景点,锦江画廊,230.66,2020
ID495,景点,应用产业开发试验区,230.64000000000001,2020
ID496,景区,歌美海景区,230.64000000000001,2020
ID497,景点,林头镇,230.64000000000001,2020
ID498,景点,共青河新,230.64000000000001,2020
ID499,景点,珠江,230.64000000000001,2020
ID500,景区,深圳经济特区,230.64000000000001,2020
ID501,文创,高州古丁梯田,230.64000000000001,2020
ID502,景点,高州,230.64000000000001,2020
ID503,景点,潘州,230.64000000000001,2020
ID504,景区,茂南,230.64000000000001,2020
ID505,景点,南宁,230.62,2020
ID506,景区,电白汽车客运站,230.62,2020
ID507,景点,茂名国,230.62,2020
ID508,景点,茂名地区,230.62,2020
ID509,景点,中国荔枝博览馆,230.62,2020
ID510,景点,茂名东站,230.62,2020
ID511,景点,广东茂名森林公园,230.62,2020
ID512,特色餐饮,街头牛排（光华北路店）,230.62,2020
ID513,乡村旅游,罗定市,230.62,2020
ID514,景区,新湖公园,230.60000000000002,2020
ID515,景点,茂名城市艺术,230.60000000000002,2020
ID516,景区,大湾区,230.60000000000002,2020
ID517,景区,茂名城市艺术公园,230.60000000000002,2020
ID518,景区,广东省南粤沉香博物馆,230.60000000000002,2020
ID519,景点,吉达港,230.58,2020
ID520,景点,茂名西站,230.58,2020
ID521,景点,牙象村,230.58,2020
ID522,景点,高新区,230.58,2020
ID523,景点,龙坑村,230.58,2020
ID524,景点,长安,230.58,2020
ID525,景点,武汉,230.58,2020
ID526,酒店,高州顺得商务酒店,230.58,2020
ID527,景点,茂名市文,230.56,2020
ID528,乡村旅游,荔枝国家现代农业产,230.56,2020
ID529,乡村旅游,钧明城城市艺术公园,230.56,2020
ID530,景点,茂名市现代农业产业园,230.56,2020
ID531,景点,南京,230.56,2020
ID532,景点,茂名跨境,230.56,2020
ID533,乡村旅游,旺同村,230.54000000000002,2020
ID534,景点,广州,230.54000000000002,2020
ID535,乡村旅游,珠三角,230.54000000000002,2020
ID536,乡村旅游,乌石村,230.54000000000002,2020
ID537,景点,工业园,230.54000000000002,2020
ID538,乡村旅游,钟鼓公园,230.54000000000002,2020
ID539,景点,台北,230.52,2020
ID540,景区,河池市,230.50000000000003,2020
ID541,景点,钧明城城市艺术公,230.50000000000003,2020
ID542,酒店,茂名红天旅馆,230.50000000000003,2020
ID543,酒店,水东湾新城,230.50000000000003,2020
ID544,景点,珠,230.48,2020
ID545,景点,钧明城,230.48,2020
ID546,乡村旅游,李山村,230.48,2020
ID547,景点,茂名花果世,230.48,2020
ID548,景区,冼夫人,230.46,2020
ID549,景区,广东海上丝绸之路博物馆,230.44,2020
ID550,景区,越文化,230.44,2020
ID551,景点,象稻田,230.44,2020
ID552,景点,西安市,230.44,2020
ID553,乡村旅游,元坝村,230.42000000000002,2020
